Sexo;Provincias;Periodo;Total
Ambos sexos;06 Badajoz;2003T1;18,94
Ambos sexos;06 Badajoz;2003T2;15,38
Ambos sexos;06 Badajoz;2003T3;14,54
Ambos sexos;06 Badajoz;2003T4;16,58
Ambos sexos;06 Badajoz;2004T1;16,77
Ambos sexos;06 Badajoz;2004T2;18,93
Ambos sexos;06 Badajoz;2004T3;16,25
Ambos sexos;06 Badajoz;2004T4;20,41
Ambos sexos;06 Badajoz;2005T1;19,65
Ambos sexos;06 Badajoz;2005T2;16,44
Ambos sexos;06 Badajoz;2005T3;17,05
Ambos sexos;06 Badajoz;2005T4;16,58
Ambos sexos;06 Badajoz;2006T1;17,38
Ambos sexos;06 Badajoz;2006T2;14,99
Ambos sexos;06 Badajoz;2006T3;11,50
Ambos sexos;06 Badajoz;2006T4;14,63
Ambos sexos;06 Badajoz;2007T1;13,96
Ambos sexos;06 Badajoz;2007T2;13,16
Ambos sexos;06 Badajoz;2007T3;13,69
Ambos sexos;06 Badajoz;2007T4;15,34
Ambos sexos;06 Badajoz;2008T1;13,84
Ambos sexos;06 Badajoz;2008T2;15,20
Ambos sexos;06 Badajoz;2008T3;14,98
Ambos sexos;06 Badajoz;2008T4;19,29
Ambos sexos;06 Badajoz;2009T1;22,55
Ambos sexos;06 Badajoz;2009T2;20,69
Ambos sexos;06 Badajoz;2009T3;19,32
Ambos sexos;06 Badajoz;2009T4;22,76
Ambos sexos;06 Badajoz;2010T1;23,84
Ambos sexos;06 Badajoz;2010T2;23,19
Ambos sexos;06 Badajoz;2010T3;22,69
Ambos sexos;06 Badajoz;2010T4;26,10
Ambos sexos;06 Badajoz;2011T1;27,31
Ambos sexos;06 Badajoz;2011T2;25,20
Ambos sexos;06 Badajoz;2011T3;25,33
Ambos sexos;06 Badajoz;2011T4;30,50
Ambos sexos;06 Badajoz;2012T1;32,86
Ambos sexos;06 Badajoz;2012T2;34,20
Ambos sexos;06 Badajoz;2012T3;32,66
Ambos sexos;06 Badajoz;2012T4;35,49
Ambos sexos;06 Badajoz;2013T1;36,26
Ambos sexos;06 Badajoz;2013T2;34,74
Ambos sexos;06 Badajoz;2013T3;33,51
Ambos sexos;06 Badajoz;2013T4;33,07
Ambos sexos;06 Badajoz;2014T1;34,05
Ambos sexos;06 Badajoz;2014T2;30,96
Ambos sexos;06 Badajoz;2014T3;28,53
Ambos sexos;06 Badajoz;2014T4;31,54
Ambos sexos;06 Badajoz;2015T1;30,54
Ambos sexos;06 Badajoz;2015T2;30,83
Ambos sexos;06 Badajoz;2015T3;29,63
Ambos sexos;06 Badajoz;2015T4;30,01
Ambos sexos;06 Badajoz;2016T1;30,48
Ambos sexos;06 Badajoz;2016T2;28,75
Ambos sexos;06 Badajoz;2016T3;27,98
Ambos sexos;06 Badajoz;2016T4;31,75
Ambos sexos;06 Badajoz;2017T1;31,80
Ambos sexos;06 Badajoz;2017T2;27,62
Ambos sexos;06 Badajoz;2017T3;26,18
Ambos sexos;06 Badajoz;2017T4;27,01
Ambos sexos;06 Badajoz;2018T1;28,64
Ambos sexos;06 Badajoz;2018T2;26,03
Ambos sexos;06 Badajoz;2018T3;23,03
Ambos sexos;06 Badajoz;2018T4;24,10
Ambos sexos;06 Badajoz;2019T1;24,03
Ambos sexos;06 Badajoz;2019T2;20,94
Ambos sexos;06 Badajoz;2019T3;20,15
Ambos sexos;06 Badajoz;2019T4;24,64
Ambos sexos;06 Badajoz;2020T1;24,65
Ambos sexos;06 Badajoz;2020T2;21,54
Ambos sexos;06 Badajoz;2020T3;21,26
Ambos sexos;06 Badajoz;2020T4;22,91
Ambos sexos;06 Badajoz;2021T1;23,02
Ambos sexos;06 Badajoz;2021T2;19,83
Ambos sexos;06 Badajoz;2021T3;18,93
Ambos sexos;06 Badajoz;2021T4;20,33
Ambos sexos;06 Badajoz;2022T1;19,14
Ambos sexos;06 Badajoz;2022T2;16,13
Ambos sexos;06 Badajoz;2022T3;16,41
Ambos sexos;06 Badajoz;2022T4;18,81
Ambos sexos;06 Badajoz;2023T1;19,52
Ambos sexos;06 Badajoz;2023T2;18,35
Ambos sexos;06 Badajoz;2023T3;19,23
Ambos sexos;06 Badajoz;2023T4;17,60
Ambos sexos;06 Badajoz;2024T1;17,60
Ambos sexos;06 Badajoz;2024T2;15,94
Ambos sexos;06 Badajoz;2024T3;13,51
Ambos sexos;07 Balears, Illes;2002T1;8,96
Ambos sexos;07 Balears, Illes;2002T2;6,74
Ambos sexos;07 Balears, Illes;2002T3;6,07
Ambos sexos;07 Balears, Illes;2002T4;8,69
Ambos sexos;07 Balears, Illes;2003T1;12,68
Ambos sexos;07 Balears, Illes;2003T2;9,39
Ambos sexos;07 Balears, Illes;2003T3;7,02
Ambos sexos;07 Balears, Illes;2003T4;10,01
Ambos sexos;07 Balears, Illes;2004T1;12,75
Ambos sexos;07 Balears, Illes;2004T2;9,06
Ambos sexos;07 Balears, Illes;2004T3;6,77
Ambos sexos;07 Balears, Illes;2004T4;8,09
Ambos sexos;07 Balears, Illes;2005T1;10,70
Ambos sexos;07 Balears, Illes;2005T2;6,06
Ambos sexos;07 Balears, Illes;2005T3;4,91
Ambos sexos;07 Balears, Illes;2005T4;7,50
Ambos sexos;07 Balears, Illes;2006T1;8,41
Ambos sexos;07 Balears, Illes;2006T2;6,53
Ambos sexos;07 Balears, Illes;2006T3;4,72
Ambos sexos;07 Balears, Illes;2006T4;6,34
Ambos sexos;07 Balears, Illes;2007T1;9,33
Ambos sexos;07 Balears, Illes;2007T2;5,55
Ambos sexos;07 Balears, Illes;2007T3;4,64
Ambos sexos;07 Balears, Illes;2007T4;9,35
Ambos sexos;07 Balears, Illes;2008T1;10,98
Ambos sexos;07 Balears, Illes;2008T2;8,40
Ambos sexos;07 Balears, Illes;2008T3;9,32
Ambos sexos;07 Balears, Illes;2008T4;12,05
Ambos sexos;07 Balears, Illes;2009T1;19,63
Ambos sexos;07 Balears, Illes;2009T2;18,02
Ambos sexos;07 Balears, Illes;2009T3;14,78
Ambos sexos;07 Balears, Illes;2009T4;19,45
Ambos sexos;07 Balears, Illes;2010T1;22,22
Ambos sexos;07 Balears, Illes;2010T2;19,79
Ambos sexos;07 Balears, Illes;2010T3;16,93
Ambos sexos;07 Balears, Illes;2010T4;21,78
Ambos sexos;07 Balears, Illes;2011T1;24,98
Ambos sexos;07 Balears, Illes;2011T2;19,53
Ambos sexos;07 Balears, Illes;2011T3;17,79
Ambos sexos;07 Balears, Illes;2011T4;25,49
Ambos sexos;07 Balears, Illes;2012T1;27,85
Ambos sexos;07 Balears, Illes;2012T2;21,32
Ambos sexos;07 Balears, Illes;2012T3;19,56
Ambos sexos;07 Balears, Illes;2012T4;24,30
Ambos sexos;07 Balears, Illes;2013T1;28,55
Ambos sexos;07 Balears, Illes;2013T2;21,14
Ambos sexos;07 Balears, Illes;2013T3;16,93
Ambos sexos;07 Balears, Illes;2013T4;22,72
Ambos sexos;07 Balears, Illes;2014T1;26,70
Ambos sexos;07 Balears, Illes;2014T2;19,04
Ambos sexos;07 Balears, Illes;2014T3;15,94
Ambos sexos;07 Balears, Illes;2014T4;18,88
Ambos sexos;07 Balears, Illes;2015T1;22,29
Ambos sexos;07 Balears, Illes;2015T2;16,45
Ambos sexos;07 Balears, Illes;2015T3;13,88
Ambos sexos;07 Balears, Illes;2015T4;17,02
Ambos sexos;07 Balears, Illes;2016T1;18,41
Ambos sexos;07 Balears, Illes;2016T2;13,02
Ambos sexos;07 Balears, Illes;2016T3;10,60
Ambos sexos;07 Balears, Illes;2016T4;13,80
Ambos sexos;07 Balears, Illes;2017T1;16,76
Ambos sexos;07 Balears, Illes;2017T2;11,49
Ambos sexos;07 Balears, Illes;2017T3;9,25
Ambos sexos;07 Balears, Illes;2017T4;12,61
Ambos sexos;07 Balears, Illes;2018T1;17,42
Ambos sexos;07 Balears, Illes;2018T2;11,22
Ambos sexos;07 Balears, Illes;2018T3;7,16
Ambos sexos;07 Balears, Illes;2018T4;10,91
Ambos sexos;07 Balears, Illes;2019T1;17,06
Ambos sexos;07 Balears, Illes;2019T2;12,13
Ambos sexos;07 Balears, Illes;2019T3;8,18
Ambos sexos;07 Balears, Illes;2019T4;9,91
Ambos sexos;07 Balears, Illes;2020T1;18,20
Ambos sexos;07 Balears, Illes;2020T2;15,93
Ambos sexos;07 Balears, Illes;2020T3;13,28
Ambos sexos;07 Balears, Illes;2020T4;17,34
Ambos sexos;07 Balears, Illes;2021T1;18,40
Ambos sexos;07 Balears, Illes;2021T2;14,74
Ambos sexos;07 Balears, Illes;2021T3;10,02
Ambos sexos;07 Balears, Illes;2021T4;14,58
Ambos sexos;07 Balears, Illes;2022T1;17,61
Ambos sexos;07 Balears, Illes;2022T2;9,02
Ambos sexos;07 Balears, Illes;2022T3;5,61
Ambos sexos;07 Balears, Illes;2022T4;10,70
Ambos sexos;07 Balears, Illes;2023T1;17,79
Ambos sexos;07 Balears, Illes;2023T2;7,12
Ambos sexos;07 Balears, Illes;2023T3;5,85
Ambos sexos;07 Balears, Illes;2023T4;11,16
Ambos sexos;07 Balears, Illes;2024T1;15,48
Ambos sexos;07 Balears, Illes;2024T2;7,95
Ambos sexos;07 Balears, Illes;2024T3;6,17
Ambos sexos;08 Barcelona;2002T1;11,12
Ambos sexos;08 Barcelona;2002T2;9,82
Ambos sexos;08 Barcelona;2002T3;10,76
Ambos sexos;08 Barcelona;2002T4;11,43
Ambos sexos;08 Barcelona;2003T1;11,32
Ambos sexos;08 Barcelona;2003T2;11,31
Ambos sexos;08 Barcelona;2003T3;10,81
Ambos sexos;08 Barcelona;2003T4;10,01
Ambos sexos;08 Barcelona;2004T1;10,86
Ambos sexos;08 Barcelona;2004T2;10,28
Ambos sexos;08 Barcelona;2004T3;10,35
Ambos sexos;08 Barcelona;2004T4;9,93
Ambos sexos;08 Barcelona;2005T1;7,95
Ambos sexos;08 Barcelona;2005T2;7,07
Ambos sexos;08 Barcelona;2005T3;6,03
Ambos sexos;08 Barcelona;2005T4;6,51
Ambos sexos;08 Barcelona;2006T1;6,97
Ambos sexos;08 Barcelona;2006T2;6,22
Ambos sexos;08 Barcelona;2006T3;6,29
Ambos sexos;08 Barcelona;2006T4;6,71
Ambos sexos;08 Barcelona;2007T1;6,45
Ambos sexos;08 Barcelona;2007T2;6,20
Ambos sexos;08 Barcelona;2007T3;7,09
Ambos sexos;08 Barcelona;2007T4;6,35
Ambos sexos;08 Barcelona;2008T1;7,46
Ambos sexos;08 Barcelona;2008T2;7,10
Ambos sexos;08 Barcelona;2008T3;8,54
Ambos sexos;08 Barcelona;2008T4;11,37
Ambos sexos;08 Barcelona;2009T1;15,84
Ambos sexos;08 Barcelona;2009T2;16,15
Ambos sexos;08 Barcelona;2009T3;15,97
Ambos sexos;08 Barcelona;2009T4;16,85
Ambos sexos;08 Barcelona;2010T1;17,81
Ambos sexos;08 Barcelona;2010T2;17,62
Ambos sexos;08 Barcelona;2010T3;17,72
Ambos sexos;08 Barcelona;2010T4;17,76
Ambos sexos;08 Barcelona;2011T1;18,92
Ambos sexos;08 Barcelona;2011T2;17,86
Ambos sexos;08 Barcelona;2011T3;19,56
Ambos sexos;08 Barcelona;2011T4;20,06
Ambos sexos;08 Barcelona;2012T1;21,50
Ambos sexos;08 Barcelona;2012T2;21,55
Ambos sexos;08 Barcelona;2012T3;22,99
Ambos sexos;08 Barcelona;2012T4;24,02
Ambos sexos;08 Barcelona;2013T1;24,38
Ambos sexos;08 Barcelona;2013T2;23,72
Ambos sexos;08 Barcelona;2013T3;22,98
Ambos sexos;08 Barcelona;2013T4;21,39
Ambos sexos;08 Barcelona;2014T1;21,57
Ambos sexos;08 Barcelona;2014T2;19,72
Ambos sexos;08 Barcelona;2014T3;19,11
Ambos sexos;08 Barcelona;2014T4;19,50
Ambos sexos;08 Barcelona;2015T1;19,58
Ambos sexos;08 Barcelona;2015T2;18,97
Ambos sexos;08 Barcelona;2015T3;17,24
Ambos sexos;08 Barcelona;2015T4;17,15
Ambos sexos;08 Barcelona;2016T1;17,05
Ambos sexos;08 Barcelona;2016T2;15,67
Ambos sexos;08 Barcelona;2016T3;14,54
Ambos sexos;08 Barcelona;2016T4;14,73
Ambos sexos;08 Barcelona;2017T1;14,69
Ambos sexos;08 Barcelona;2017T2;13,03
Ambos sexos;08 Barcelona;2017T3;12,56
Ambos sexos;08 Barcelona;2017T4;12,13
Ambos sexos;08 Barcelona;2018T1;11,55
Ambos sexos;08 Barcelona;2018T2;10,91
Ambos sexos;08 Barcelona;2018T3;10,55
Ambos sexos;08 Barcelona;2018T4;11,34
Ambos sexos;08 Barcelona;2019T1;10,93
Ambos sexos;08 Barcelona;2019T2;10,93
Ambos sexos;08 Barcelona;2019T3;11,27
Ambos sexos;08 Barcelona;2019T4;10,47
Ambos sexos;08 Barcelona;2020T1;10,58
Ambos sexos;08 Barcelona;2020T2;12,45
Ambos sexos;08 Barcelona;2020T3;13,39
Ambos sexos;08 Barcelona;2020T4;13,67
Ambos sexos;08 Barcelona;2021T1;12,54
Ambos sexos;08 Barcelona;2021T2;12,27
Ambos sexos;08 Barcelona;2021T3;10,89
Ambos sexos;08 Barcelona;2021T4;9,61
Ambos sexos;08 Barcelona;2022T1;10,48
Ambos sexos;08 Barcelona;2022T2;9,29
Ambos sexos;08 Barcelona;2022T3;9,39
Ambos sexos;08 Barcelona;2022T4;10,54
Ambos sexos;08 Barcelona;2023T1;10,50
Ambos sexos;08 Barcelona;2023T2;8,95
Ambos sexos;08 Barcelona;2023T3;8,39
Ambos sexos;08 Barcelona;2023T4;8,64
Ambos sexos;08 Barcelona;2024T1;8,67
Ambos sexos;08 Barcelona;2024T2;8,95
Ambos sexos;08 Barcelona;2024T3;8,78
Ambos sexos;48 Bizkaia;2002T1;11,48
Ambos sexos;48 Bizkaia;2002T2;10,89
Ambos sexos;48 Bizkaia;2002T3;11,47
Ambos sexos;48 Bizkaia;2002T4;11,37
Ambos sexos;48 Bizkaia;2003T1;11,33
Ambos sexos;48 Bizkaia;2003T2;11,64
Ambos sexos;48 Bizkaia;2003T3;11,07
Ambos sexos;48 Bizkaia;2003T4;11,74
Ambos sexos;48 Bizkaia;2004T1;13,16
Ambos sexos;48 Bizkaia;2004T2;11,67
Ambos sexos;48 Bizkaia;2004T3;11,62
Ambos sexos;48 Bizkaia;2004T4;10,73
Ambos sexos;48 Bizkaia;2005T1;9,31
Ambos sexos;48 Bizkaia;2005T2;9,70
Ambos sexos;48 Bizkaia;2005T3;8,02
Ambos sexos;48 Bizkaia;2005T4;7,12
Ambos sexos;48 Bizkaia;2006T1;8,80
Ambos sexos;48 Bizkaia;2006T2;8,21
Ambos sexos;48 Bizkaia;2006T3;7,51
Ambos sexos;48 Bizkaia;2006T4;7,42
Ambos sexos;48 Bizkaia;2007T1;7,00
Ambos sexos;48 Bizkaia;2007T2;7,37
Ambos sexos;48 Bizkaia;2007T3;7,64
Ambos sexos;48 Bizkaia;2007T4;6,64
Ambos sexos;48 Bizkaia;2008T1;7,02
Ambos sexos;48 Bizkaia;2008T2;6,78
Ambos sexos;48 Bizkaia;2008T3;8,10
Ambos sexos;48 Bizkaia;2008T4;9,77
Ambos sexos;48 Bizkaia;2009T1;11,69
Ambos sexos;48 Bizkaia;2009T2;12,03
Ambos sexos;48 Bizkaia;2009T3;13,06
Ambos sexos;48 Bizkaia;2009T4;13,26
Ambos sexos;48 Bizkaia;2010T1;11,83
Ambos sexos;48 Bizkaia;2010T2;12,34
Ambos sexos;48 Bizkaia;2010T3;11,36
Ambos sexos;48 Bizkaia;2010T4;12,91
Ambos sexos;48 Bizkaia;2011T1;13,60
Ambos sexos;48 Bizkaia;2011T2;13,90
Ambos sexos;48 Bizkaia;2011T3;14,13
Ambos sexos;48 Bizkaia;2011T4;15,00
Ambos sexos;48 Bizkaia;2012T1;15,23
Ambos sexos;48 Bizkaia;2012T2;16,44
Ambos sexos;48 Bizkaia;2012T3;18,20
Ambos sexos;48 Bizkaia;2012T4;17,69
Ambos sexos;48 Bizkaia;2013T1;18,64
Ambos sexos;48 Bizkaia;2013T2;17,25
Ambos sexos;48 Bizkaia;2013T3;17,55
Ambos sexos;48 Bizkaia;2013T4;17,61
Ambos sexos;48 Bizkaia;2014T1;18,90
Ambos sexos;48 Bizkaia;2014T2;16,26
Ambos sexos;48 Bizkaia;2014T3;15,98
Ambos sexos;48 Bizkaia;2014T4;18,12
Ambos sexos;48 Bizkaia;2015T1;17,31
Ambos sexos;48 Bizkaia;2015T2;16,99
Ambos sexos;48 Bizkaia;2015T3;14,85
Ambos sexos;48 Bizkaia;2015T4;14,79
Ambos sexos;48 Bizkaia;2016T1;14,83
Ambos sexos;48 Bizkaia;2016T2;13,76
Ambos sexos;48 Bizkaia;2016T3;14,50
Ambos sexos;48 Bizkaia;2016T4;13,75
Ambos sexos;48 Bizkaia;2017T1;12,50
Ambos sexos;48 Bizkaia;2017T2;12,54
Ambos sexos;48 Bizkaia;2017T3;13,42
Ambos sexos;48 Bizkaia;2017T4;12,34
Ambos sexos;48 Bizkaia;2018T1;12,61
Ambos sexos;48 Bizkaia;2018T2;11,63
Ambos sexos;48 Bizkaia;2018T3;10,88
Ambos sexos;48 Bizkaia;2018T4;11,47
Ambos sexos;48 Bizkaia;2019T1;11,23
Ambos sexos;48 Bizkaia;2019T2;9,74
Ambos sexos;48 Bizkaia;2019T3;10,87
Ambos sexos;48 Bizkaia;2019T4;10,58
Ambos sexos;48 Bizkaia;2020T1;10,72
Ambos sexos;48 Bizkaia;2020T2;10,72
Ambos sexos;48 Bizkaia;2020T3;11,73
Ambos sexos;48 Bizkaia;2020T4;11,86
Ambos sexos;48 Bizkaia;2021T1;12,61
Ambos sexos;48 Bizkaia;2021T2;11,55
Ambos sexos;48 Bizkaia;2021T3;10,06
Ambos sexos;48 Bizkaia;2021T4;10,04
Ambos sexos;48 Bizkaia;2022T1;9,68
Ambos sexos;48 Bizkaia;2022T2;9,46
Ambos sexos;48 Bizkaia;2022T3;9,45
Ambos sexos;48 Bizkaia;2022T4;9,05
Ambos sexos;48 Bizkaia;2023T1;9,50
Ambos sexos;48 Bizkaia;2023T2;7,76
Ambos sexos;48 Bizkaia;2023T3;8,26
Ambos sexos;48 Bizkaia;2023T4;6,68
Ambos sexos;48 Bizkaia;2024T1;8,68
Ambos sexos;48 Bizkaia;2024T2;8,88
Ambos sexos;48 Bizkaia;2024T3;8,08
Ambos sexos;09 Burgos;2002T1;5,73
Ambos sexos;09 Burgos;2002T2;7,59
Ambos sexos;09 Burgos;2002T3;7,40
Ambos sexos;09 Burgos;2002T4;10,01
Ambos sexos;09 Burgos;2003T1;9,56
Ambos sexos;09 Burgos;2003T2;7,54
Ambos sexos;09 Burgos;2003T3;8,49
Ambos sexos;09 Burgos;2003T4;9,25
Ambos sexos;09 Burgos;2004T1;10,29
Ambos sexos;09 Burgos;2004T2;9,41
Ambos sexos;09 Burgos;2004T3;6,95
Ambos sexos;09 Burgos;2004T4;7,30
Ambos sexos;09 Burgos;2005T1;8,54
Ambos sexos;09 Burgos;2005T2;6,72
Ambos sexos;09 Burgos;2005T3;5,49
Ambos sexos;09 Burgos;2005T4;6,47
Ambos sexos;09 Burgos;2006T1;9,43
Ambos sexos;09 Burgos;2006T2;7,01
Ambos sexos;09 Burgos;2006T3;6,32
Ambos sexos;09 Burgos;2006T4;5,50
Ambos sexos;09 Burgos;2007T1;5,92
Ambos sexos;09 Burgos;2007T2;5,94
Ambos sexos;09 Burgos;2007T3;6,78
Ambos sexos;09 Burgos;2007T4;7,45
Ambos sexos;09 Burgos;2008T1;8,07
Ambos sexos;09 Burgos;2008T2;9,84
Ambos sexos;09 Burgos;2008T3;8,14
Ambos sexos;09 Burgos;2008T4;10,59
Ambos sexos;09 Burgos;2009T1;10,45
Ambos sexos;09 Burgos;2009T2;13,44
Ambos sexos;09 Burgos;2009T3;12,23
Ambos sexos;09 Burgos;2009T4;14,55
Ambos sexos;09 Burgos;2010T1;14,15
Ambos sexos;09 Burgos;2010T2;16,61
Ambos sexos;09 Burgos;2010T3;14,38
Ambos sexos;09 Burgos;2010T4;16,35
Ambos sexos;09 Burgos;2011T1;16,87
Ambos sexos;09 Burgos;2011T2;14,35
Ambos sexos;09 Burgos;2011T3;13,71
Ambos sexos;09 Burgos;2011T4;14,97
Ambos sexos;09 Burgos;2012T1;17,21
Ambos sexos;09 Burgos;2012T2;17,77
Ambos sexos;09 Burgos;2012T3;16,42
Ambos sexos;09 Burgos;2012T4;17,84
Ambos sexos;09 Burgos;2013T1;22,60
Ambos sexos;09 Burgos;2013T2;20,91
Ambos sexos;09 Burgos;2013T3;19,06
Ambos sexos;09 Burgos;2013T4;19,08
Ambos sexos;09 Burgos;2014T1;18,11
Ambos sexos;09 Burgos;2014T2;17,95
Ambos sexos;09 Burgos;2014T3;18,08
Ambos sexos;09 Burgos;2014T4;18,76
Ambos sexos;09 Burgos;2015T1;18,96
Ambos sexos;09 Burgos;2015T2;18,74
Ambos sexos;09 Burgos;2015T3;16,12
Ambos sexos;09 Burgos;2015T4;17,72
Ambos sexos;09 Burgos;2016T1;15,38
Ambos sexos;09 Burgos;2016T2;12,34
Ambos sexos;09 Burgos;2016T3;8,74
Ambos sexos;09 Burgos;2016T4;10,47
Ambos sexos;09 Burgos;2017T1;10,22
Ambos sexos;09 Burgos;2017T2;10,66
Ambos sexos;09 Burgos;2017T3;10,25
Ambos sexos;09 Burgos;2017T4;11,08
Ambos sexos;09 Burgos;2018T1;11,54
Ambos sexos;09 Burgos;2018T2;8,92
Ambos sexos;09 Burgos;2018T3;10,14
Ambos sexos;09 Burgos;2018T4;10,96
Ambos sexos;09 Burgos;2019T1;11,35
Ambos sexos;09 Burgos;2019T2;9,34
Ambos sexos;09 Burgos;2019T3;9,81
Ambos sexos;09 Burgos;2019T4;9,34
Ambos sexos;09 Burgos;2020T1;9,76
Ambos sexos;09 Burgos;2020T2;13,67
Ambos sexos;09 Burgos;2020T3;11,68
Ambos sexos;09 Burgos;2020T4;9,40
Ambos sexos;09 Burgos;2021T1;9,80
Ambos sexos;09 Burgos;2021T2;10,21
Ambos sexos;09 Burgos;2021T3;8,86
Ambos sexos;09 Burgos;2021T4;9,65
Ambos sexos;09 Burgos;2022T1;9,83
Ambos sexos;09 Burgos;2022T2;11,08
Ambos sexos;09 Burgos;2022T3;6,09
Ambos sexos;09 Burgos;2022T4;7,22
Ambos sexos;09 Burgos;2023T1;8,02
Ambos sexos;09 Burgos;2023T2;7,85
Ambos sexos;09 Burgos;2023T3;6,82
Ambos sexos;09 Burgos;2023T4;8,18
Ambos sexos;09 Burgos;2024T1;8,24
Ambos sexos;09 Burgos;2024T2;6,65
Ambos sexos;09 Burgos;2024T3;6,47
Ambos sexos;10 C�ceres;2002T1;18,19
Ambos sexos;10 C�ceres;2002T2;17,52
Ambos sexos;10 C�ceres;2002T3;18,26
Ambos sexos;10 C�ceres;2002T4;18,86
Ambos sexos;10 C�ceres;2003T1;20,52
Ambos sexos;10 C�ceres;2003T2;18,28
Ambos sexos;10 C�ceres;2003T3;18,25
Ambos sexos;10 C�ceres;2003T4;18,02
Ambos sexos;10 C�ceres;2004T1;17,44
Ambos sexos;10 C�ceres;2004T2;16,60
Ambos sexos;10 C�ceres;2004T3;16,32
Ambos sexos;10 C�ceres;2004T4;13,02
Ambos sexos;10 C�ceres;2005T1;13,67
Ambos sexos;10 C�ceres;2005T2;13,12
Ambos sexos;10 C�ceres;2005T3;12,15
Ambos sexos;10 C�ceres;2005T4;12,86
Ambos sexos;10 C�ceres;2006T1;12,79
Ambos sexos;10 C�ceres;2006T2;11,11
Ambos sexos;10 C�ceres;2006T3;10,55
Ambos sexos;10 C�ceres;2006T4;10,16
Ambos sexos;10 C�ceres;2007T1;10,71
Ambos sexos;10 C�ceres;2007T2;10,06
Ambos sexos;10 C�ceres;2007T3;10,02
Ambos sexos;10 C�ceres;2007T4;13,87
Ambos sexos;10 C�ceres;2008T1;15,56
Ambos sexos;10 C�ceres;2008T2;12,21
Ambos sexos;10 C�ceres;2008T3;14,27
Ambos sexos;10 C�ceres;2008T4;15,97
Ambos sexos;10 C�ceres;2009T1;20,86
Ambos sexos;10 C�ceres;2009T2;19,36
Ambos sexos;10 C�ceres;2009T3;18,83
Ambos sexos;10 C�ceres;2009T4;18,38
Ambos sexos;10 C�ceres;2010T1;22,03
Ambos sexos;10 C�ceres;2010T2;21,01
Ambos sexos;10 C�ceres;2010T3;21,69
Ambos sexos;10 C�ceres;2010T4;19,99
Ambos sexos;10 C�ceres;2011T1;21,14
Ambos sexos;10 C�ceres;2011T2;19,68
Ambos sexos;10 C�ceres;2011T3;20,61
Ambos sexos;10 C�ceres;2011T4;24,56
Ambos sexos;10 C�ceres;2012T1;30,81
Ambos sexos;10 C�ceres;2012T2;32,39
Ambos sexos;10 C�ceres;2012T3;32,69
Ambos sexos;10 C�ceres;2012T4;31,26
Ambos sexos;10 C�ceres;2013T1;34,62
Ambos sexos;10 C�ceres;2013T2;32,92
Ambos sexos;10 C�ceres;2013T3;33,02
Ambos sexos;10 C�ceres;2013T4;31,26
Ambos sexos;10 C�ceres;2014T1;28,91
Ambos sexos;10 C�ceres;2014T2;26,86
Ambos sexos;10 C�ceres;2014T3;26,19
Ambos sexos;10 C�ceres;2014T4;27,30
Ambos sexos;10 C�ceres;2015T1;29,73
Ambos sexos;10 C�ceres;2015T2;27,44
Ambos sexos;10 C�ceres;2015T3;26,61
Ambos sexos;10 C�ceres;2015T4;24,68
Ambos sexos;10 C�ceres;2016T1;26,74
Ambos sexos;10 C�ceres;2016T2;23,89
Ambos sexos;10 C�ceres;2016T3;21,43
Ambos sexos;10 C�ceres;2016T4;22,12
Ambos sexos;10 C�ceres;2017T1;24,71
Ambos sexos;10 C�ceres;2017T2;22,48
Ambos sexos;10 C�ceres;2017T3;22,22
Ambos sexos;10 C�ceres;2017T4;21,75
Ambos sexos;10 C�ceres;2018T1;21,20
Ambos sexos;10 C�ceres;2018T2;20,06
Ambos sexos;10 C�ceres;2018T3;19,37
Ambos sexos;10 C�ceres;2018T4;21,30
Ambos sexos;10 C�ceres;2019T1;19,80
Ambos sexos;10 C�ceres;2019T2;19,63
Ambos sexos;10 C�ceres;2019T3;18,87
Ambos sexos;10 C�ceres;2019T4;21,48
Ambos sexos;10 C�ceres;2020T1;21,75
Ambos sexos;10 C�ceres;2020T2;21,14
Ambos sexos;10 C�ceres;2020T3;20,22
Ambos sexos;10 C�ceres;2020T4;18,52
Ambos sexos;10 C�ceres;2021T1;23,88
Ambos sexos;10 C�ceres;2021T2;19,22
Ambos sexos;10 C�ceres;2021T3;17,71
Ambos sexos;10 C�ceres;2021T4;17,63
Ambos sexos;10 C�ceres;2022T1;19,22
Ambos sexos;10 C�ceres;2022T2;18,04
Ambos sexos;10 C�ceres;2022T3;14,60
Ambos sexos;10 C�ceres;2022T4;15,25
Ambos sexos;10 C�ceres;2023T1;19,33
Ambos sexos;10 C�ceres;2023T2;15,06
Ambos sexos;10 C�ceres;2023T3;11,58
Ambos sexos;10 C�ceres;2023T4;13,79
Ambos sexos;10 C�ceres;2024T1;17,62
Ambos sexos;10 C�ceres;2024T2;14,40
Ambos sexos;10 C�ceres;2024T3;14,31
Ambos sexos;11 C�diz;2002T1;27,83
Ambos sexos;11 C�diz;2002T2;26,61
Ambos sexos;11 C�diz;2002T3;27,11
Ambos sexos;11 C�diz;2002T4;26,75
Ambos sexos;11 C�diz;2003T1;25,77
Ambos sexos;11 C�diz;2003T2;22,59
Ambos sexos;11 C�diz;2003T3;19,28
Ambos sexos;11 C�diz;2003T4;25,37
Ambos sexos;11 C�diz;2004T1;23,88
Ambos sexos;11 C�diz;2004T2;23,02
